OBJECTID,NAME,CITY,STATE,POPULATION,COUNTY,BEDS
3009,CABINET PEAKS MEDICAL CENTER,LIBBY,MT,25,LINCOLN,25
3453,ACADIA MONTANA,BUTTE,MT,108,SILVER BOW,108
3707,ADVANCED CARE HOSPITAL OF MONTANA,BILLINGS,MT,40,YELLOWSTONE,40
4556,MONTANA STATE HOSPITAL,WARM SPRINGS,MT,174,DEER LODGE,174
4739,ST JAMES HEALTHCARE,BUTTE,MT,98,SILVER BOW,98
4740,KALISPELL REGIONAL MEDICAL CENTER,KALISPELL,MT,178,FLATHEAD,178
4874,BOZEMAN DEACONESS HOSPITAL,BOZEMAN,MT,86,GALLATIN,86
6069,VA MEDICAL CENTER AND AMBULATORY CARE CLINIC,FORT HARRISON,MT,58,LEWIS AND CLARK,58
6271,BENEFIS HEALTH CARE (WEST CAMPUS),GREAT FALLS,MT,85,CASCADE,85
6654,PHS INDIAN HOSPITAL-FORT BELKNAP AT HARLEM-CAH,HARLEM,MT,0,BLAINE,0
6694,PHS INDIAN HOSPITAL CROW NORTHERN CHEYENNE,CROW AGENCY,MT,0,BIG HORN,0
6909,THE RUBY VALLEY HOSPITAL,SHERIDAN,MT,10,MADISON,10
7204,BENEFIS HEALTH CARE (EAST CAMPUS),GREAT FALLS,MT,332,CASCADE,332
7205,BARRETT HOSPITAL & HEALTHCARE,DILLON,MT,25,BEAVERHEAD,25
7206,BEARTOOTH BILLINGS CLINIC,RED LODGE,MT,10,CARBON,10
7207,BIG HORN COUNTY MEMORIAL HOSPITAL,HARDIN,MT,61,BIG HORN,61
7208,BIG SANDY MEDICAL CENTER,BIG SANDY,MT,30,CHOUTEAU,30
7209,BOZEMAN HEALTH BIG SKY MEDICAL CENTER,BIG SKY,MT,4,GALLATIN,4
7210,CENTRAL MONTANA MEDICAL CENTER,LEWISTOWN,MT,90,FERGUS,90
7211,CLARK FORK VALLEY HOSPITAL,PLAINS,MT,44,SANDERS,44
7212,COMMUNITY HOSPITAL OF ANACONDA,ANACONDA,MT,87,DEER LODGE,87
7213,COMMUNITY MEDICAL CENTER INC,MISSOULA,MT,151,MISSOULA,151
7214,DAHL MEMORIAL HEALTHCARE ASSOCIATION,EKALAKA,MT,31,CARTER,31
7215,DANIELS MEMORIAL HOSPITAL,SCOBEY,MT,54,DANIELS,54
7216,DEER LODGE MEDICAL CENTER,DEER LODGE,MT,16,POWELL,16
7217,FALLON MEDICAL COMPLEX HOSPITAL,BAKER,MT,40,FALLON,40
7218,GARFIELD COUNTY HEALTH CENTER,JORDAN,MT,24,GARFIELD,24
7219,GLENDIVE MEDICAL CENTER,GLENDIVE,MT,96,DAWSON,96
7220,GRANITE COUNTY MEDICAL CENTER,PHILIPSBURG,MT,9,GRANITE,9
7221,HEALTH CENTER NORTHWEST,KALISPELL,MT,28,FLATHEAD,28
7222,LIBERTY MEDICAL CENTER,CHESTER,MT,25,LIBERTY,25
7223,LIVINGSTON HEALTHCARE,LIVINGSTON,MT,25,PARK,25
7224,MADISON VALLEY MEDICAL CENTER,ENNIS,MT,10,MADISON,10
7225,LIVINGSTON HEALTHCARE,LIVINGSTON,MT,25,PARK,25
7226,MARIAS MEDICAL CENTER,SHELBY,MT,25,TOOLE,25
7227,MCCONE COUNTY HEALTH CENTER,CIRCLE,MT,25,MCCONE,25
7228,MINERAL COMMUNITY HOSPITAL,SUPERIOR,MT,25,MINERAL,25
7229,MISSOURI RIVER MEDICAL CENTER,FORT BENTON,MT,52,CHOUTEAU,52
7230,MOUNTAINVIEW MEDICAL CENTER,WHITE SULPHUR,MT,25,MEAGHER,25
7231,NORTH VALLEY HOSPITAL,WHITEFISH,MT,25,FLATHEAD,25
7232,NORTHEAST MONTANA HEALTH SERVICES TRINITY HOSPITAL,WOLF POINT,MT,22,ROOSEVELT,22
7233,PHILLIPS COUNTY HOSPITAL,MALTA,MT,6,PHILLIPS,6
7234,PIONEER MEDICAL CENTER - CAH,BIG TIMBER,MT,50,SWEET GRASS,50
7235,PONDERA MEDICAL CENTER,CONRAD,MT,79,PONDERA,79
7236,PRAIRIE COMMUNITY HOSPITAL,TERRY,MT,22,PRAIRIE,22
7237,ROOSEVELT MEDICAL CENTER,CULBERTSON,MT,25,ROOSEVELT,25
7238,ROSEBUD HEALTH CARE CENTER HOSPITAL,FORSYTH,MT,55,ROSEBUD,55
7239,SHERIDAN MEMORIAL HOSPITAL,PLENTYWOOD,MT,97,SHERIDAN,97
7240,SHODAIR CHILDRENS HOSPITAL,HELENA,MT,20,LEWIS AND CLARK,20
7241,SIDNEY HEALTH CENTER,SIDNEY,MT,118,RICHLAND,118
7242,ST LUKE COMMUNITY HOSPITAL - CAH,RONAN,MT,105,LAKE,105
7243,PROVIDENCE ST JOSEPH MEDICAL CENTER,POLSON,MT,22,LAKE,22
7244,ST PETERS HOSPITAL,HELENA,MT,123,LEWIS AND CLARK,123
7245,STILLWATER HOSPITAL ASSOCIATION INC,COLUMBUS,MT,23,STILLWATER,23
7247,WHEATLAND MEMORIAL HEALTHCARE,HARLOWTON,MT,25,WHEATLAND,25
7386,TETON MEDICAL CENTER,CHOTEAU,MT,40,TETON,40
7387,ROUNDUP MEMORIAL HEALTHCARE,ROUNDUP,MT,25,MUSSELSHELL,25
7388,NORTHERN ROCKIES MEDICAL CENTER,CUT BANK,MT,13,GLACIER,13
7389,MARCUS DALY MEMORIAL HOSPITAL,HAMILTON,MT,37,RAVALLI,37
7390,POPLAR COMMUNITY HOSPITAL,POPLAR,MT,20,ROOSEVELT,20
7391,HOLY ROSARY HEALTHCARE,MILES CITY,MT,90,CUSTER,90
7392,ST PATRICK HOSPITAL,MISSOULA,MT,253,MISSOULA,253
871,WASHINGTON COUNTY HOSPITAL,PLYMOUTH,NC,49,WASHINGTON,49
996,NOVANT HEALTH HUNTERSVILLE MEDICAL CENTER,HUNTERSVILLE,NC,91,MECKLENBURG,91
997,NOVANT HEALTH MATTHEWS MEDICAL CENTER,MATTHEWS,NC,146,MECKLENBURG,146
998,NOVANT HOSPITAL CHARLOTTE ORTHOPEDIC HOSPITAL,CHARLOTTE,NC,80,MECKLENBURG,80
999,NOVANT HEALTH ROWAN MEDICAL CENTER,SALISBURY,NC,268,ROWAN,268
1000,CAPE FEAR VALLEY - BLADEN COUNTY HOSPITAL,ELIZABETHTOWN,NC,58,BLADEN,58
1001,SENTARA ALBEMARLE MEDICAL CENTER,ELIZABETH CITY,NC,182,PASQUOTANK,182
1006,CAROLINAS HEALTHCARE SYSTEM KINGS MOUNTAIN,KINGS MOUNTAIN,NC,102,CLEVELAND,102
1007,VIDANT DUPLIN HOSPITAL,KENANSVILLE,NC,101,DUPLIN,101
1008,NOVANT HEALTH MEDICAL PARK HOSPITAL,WINSTON-SALEM,NC,22,FORSYTH,22
1009,JOHNSTON MEDICAL CENTER - SMITHFIELD,SMITHFIELD,NC,199,JOHNSTON,199
1010,MISSION HOSPITAL MCDOWELL,MARION,NC,65,MCDOWELL,65
1011,MARGARET R. PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,222,HENDERSON,222
1012,HAYWOOD REGIONAL MEDICAL CENTER,CLYDE,NC,190,HAYWOOD,190
1013,OUR COMMUNITY HOSPITAL,SCOTLAND NECK,NC,100,HALIFAX,100
1014,DAVIS REGIONAL MEDICAL CENTER,STATESVILLE,NC,149,IREDELL,149
1015,"IREDELL MEMORIAL HOSPITAL, INCORPORATED",STATESVILLE,NC,247,IREDELL,247
1016,VIDANT ROANOKE-CHOWAN HOSPITAL,AHOSKIE,NC,114,HERTFORD,114
1017,HIGH POINT REGIONAL HEALTH SYSTEM,HIGH POINT,NC,384,GUILFORD,384
1018,PERSON MEMORIAL HOSPITAL,ROXBORO,NC,110,PERSON,110
1019,"CHATHAM HOSPITAL, INC.",SILER CITY,NC,25,CHATHAM,25
1020,ERLANGER MURPHY MEDICAL CENTER,MURPHY,NC,191,CHEROKEE,191
1021,SOUTHEASTERN REGIONAL MEDICAL CENTER,LUMBERTON,NC,452,ROBESON,452
1022,"CHARLES A. CANNON, JR. MEMORIAL HOSPITAL",LINVILLE,NC,50,AVERY,50
1023,J. ARTHUR DOSHER MEMORIAL HOSPITAL,SOUTHPORT,NC,100,BRUNSWICK,100
1024,CAREPARTNERS REHABILITATION HOSPITAL,ASHEVILLE,NC,80,BUNCOMBE,80
1025,CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,MORGANTON,NC,315,BURKE,315
1026,CAPE FEAR VALLEY MEDICAL CENTER,FAYETTEVILLE,NC,600,CUMBERLAND,600
1027,ATRIUM HEALTH- ANSON,WADESBORO,NC,15,ANSON,15
1028,CAROLINAS CONTINUECARE AT KINGS MOUNTAIN,KINGS MOUNTAIN,NC,28,CLEVELAND,28
1029,CAROLINAS REHABILITATION - NORTHEAST,CONCORD,NC,40,CABARRUS,40
1030,FIRSTHEALTH MOORE REGIONAL HOSPITAL - HOKE CAMPUS,RAEFORD,NC,8,HOKE,8
1031,SELECT SPECIALTY HOSPITAL - GREENSBORO,GREENSBORO,NC,30,GUILFORD,30
1894,NOVANT HEALTH PRESPYTERIAN MEDICAL CENTER,CHARLOTTE,NC,661,MECKLENBURG,661
1895,VIDANT BEAUFORT HOSPITAL,WASHINGTON,NC,142,BEAUFORT,142
1896,"VALDESE GENERAL HOSPITAL, INC.",VALDESE,NC,131,BURKE,131
1897,VIDANTE EDGECOMBE HOSPITAL,TARBORO,NC,117,EDGECOMBE,117
1898,ATRIUM HEALTH UNIVERSITY,CHARLOTTE,NC,100,MECKLENBURG,100
1899,BETSY JOHNSON HOSPITAL,DUNN,NC,151,HARNETT,151
1900,HALIFAX REGIONAL MEDICAL CENTER,ROANOKE RAPIDS,NC,206,HALIFAX,206
1901,DUKE HEALTH RALEIGH HOSPITAL,RALEIGH,NC,186,WAKE,186
1902,CARTERET GENERAL HOSPITAL,MOREHEAD CITY,NC,135,CARTERET,135
1903,FRYE REGIONAL MEDICAL CENTER,HICKORY,NC,355,CATAWBA,355
1904,WAKEMED CARY HOSPITAL,CARY,NC,150,WAKE,150
1905,"RUTHERFORD HOSPITAL, INC.",RUTHERFORDTON,NC,143,RUTHERFORD,143
1906,SAMPSON REGIONAL MEDICAL CENTER,CLINTON,NC,146,SAMPSON,146
1907,CALDWELL MEMORIAL HOSPITAL,LENOIR,NC,110,CALDWELL,110
1908,DAVIE COUNTY HOSPITAL,MOCKSVILLE,NC,81,DAVIE,81
1909,HIGHSMITH-RAINEY MEMORIAL HOSPITAL,FAYETTEVILLE,NC,66,CUMBERLAND,66
1910,LEXINGTON MEMORIAL HOSPITAL,LEXINGTON,NC,94,DAVIDSON,94
1911,CAROLINA EAST HEALTH SYSTEM,NEW BERN,NC,350,CRAVEN,350
1912,ATRIUM HEALTH STANLY,ALBEMARLE,NC,109,STANLY,109
2216,MARTIN GENERAL HOSPITAL,WILLIAMSTON,NC,49,MARTIN,49
2220,ASHEVILLE SPECIALTY HOSPITAL,ASHEVILLE,NC,34,BUNCOMBE,34
2292,WILKES REGIONAL MEDICAL CENTER,NORTH WILKESBORO,NC,130,WILKES,130
2552,FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,PINEHURST,NC,372,MOORE,372
2555,NOVANT HEALTH REHABILITATION HOSPITAL,WINSTON-SALEM,NC,68,FORSYTH,68
2694,NOVANT HEALTH MINT HILL MEDICAL CENTER,CHARLOTTE,NC,36,MECKLENBURG,36
3015,VIDANT BERTIE HOSPITAL,WINDSOR,NC,6,BERTIE,6
3016,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,THOMASVILLE,NC,149,DAVIDSON,149
3017,VIDANT CHOWAN HOSPITAL,EDENTON,NC,89,CHOWAN,89
3018,DUKE REGIONAL HOSPITAL,DURHAM,NC,369,DURHAM,369
3019,CAROLINAS REHABILITATION - MOUNT HOLLY,BELMONT,NC,40,GASTON,40
3020,CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,1023,MECKLENBURG,1023
3021,KINDRED HOSPITAL - GREENSBORO,GREENSBORO,NC,124,GUILFORD,124
3022,WILSON MEDICAL CENTER,WILSON,NC,317,WILSON,317
3023,YADKIN VALLEY COMMUNITY HOSPITAL,YADKINVILLE,NC,22,YADKIN,22
3024,"TRANSYLVANIA COMMUNITY HOSPITAL, INC. AND BRIDGEWAY",BREVARD,NC,94,TRANSYLVANIA,94
3025,SWAIN COMMUNITY HOSPITAL,BRYSON CITY,NC,48,SWAIN,48
3026,LIFEBRITE COMMUNITY HOSPITAL OF STOKES,DANBURY,NC,93,STOKES,93
3027,BRUNSWICK COMMUNITY HOSPITAL,BOLIVIA,NC,60,BRUNSWICK,60
3028,COLUMBUS REGIONAL HEALTHCARE SYSTEM,WHITEVILLE,NC,154,COLUMBUS,154
3276,ALEXANDER HOSPITAL,HICKORY,NC,25,ALEXANDER,25
3357,HOLLY HILL HOSPITAL,RALEIGH,NC,285,WAKE,285
3370,DAVIE MEDICAL CENTER,BERMUDA RUN,NC,50,DAVIE,50
3371,STRATEGIC BEHAVIORAL CENTER LELAND,LELAND,NC,112,BEAUFORT,112
3372,WOMEN'S HOSPITAL,GREENSBORO,NC,134,GUILFORD,134
3373,BEHAVIORAL HEALTH HOSPITAL,GREENSBORO,NC,80,GUILFORD,80
3374,GOOD HOPE HOSPITAL,ERWIN,NC,16,HARNETT,16
3375,CAROLINAS MEDICAL CENTER FOR MENTAL HEALTH,CHARLOTTE,NC,132,MECKLENBURG,132
3376,STRATEGIC BEHAVIORAL CENTER CHARLOTTE,CHARLOTTE,NC,60,MECKLENBURG,60
3377,UNC HOSPITALS AT WAKEBROOK,RALEIGH,NC,0,WAKE,0
3379,VERITAS COLLABORATIVE NORTH CAROLINA LLC,DURHAM,NC,50,DURHAM,50
3380,STRATEGIC BEHAVIORAL CENTER GARNER,GARNER,NC,56,WAKE,56
3420,UNITY HEALING CENTER,CHEROKEE,NC,0,CHEROKEE,0
3483,CAROLINA CONTINUECARE AT UNIVERSITY,CHARLOTTE,NC,35,MECKLENBURG,35
3484,ATRIUM HEALTH PINEVILLE,CHARLOTTE,NC,40,MECKLENBURG,40
3485,SELECT SPECIALTY HOSPITAL - WINSTON SALEM,WINSTON-SALEM,NC,42,FORSYTH,42
3588,SELECT SPECIALTY HOSPITAL - DURHAM,DURHAM,NC,30,DURHAM,30
3638,NAVAL HEALTH CLINIC CHERRY POINT,CHERRY POINT,NC,0,CRAVEN,0
3947,"PENDER MEMORIAL HOSPITAL, INC.",BURGAW,NC,86,PENDER,86
4015,NORTH CAROLINA SPECIALTY HOSPITAL,DURHAM,NC,18,DURHAM,18
4016,LAKE NORMAN REGIONAL MEDICAL CENTER,MOORESVILLE,NC,105,IREDELL,105
4018,NASH GENERAL HOSPITAL,ROCKY MOUNT,NC,353,NASH,353
4019,NEW HANOVER REGIONAL MEDICAL CENTER,WILMINGTON,NC,769,NEW HANOVER,769
4323,NOVANT HEALTH FORSYTH MEDICAL CENTER,WINSTON-SALEM,NC,919,FORSYTH,919
4324,FRANKLIN REGIONAL MEDICAL CENTER,LOUISBURG,NC,83,FRANKLIN,83
4325,CENTRAL CAROLINA HOSPITAL,SANFORD,NC,127,LEE,127
4326,GRANVILLE HEALTH SYSTEM,OXFORD,NC,142,GRANVILLE,142
4327,CAROLINAS MEDICAL CENTER-MERCY,CHARLOTTE,NC,305,MECKLENBURG,305
4328,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,CHARLOTTE,NC,206,MECKLENBURG,206
4329,ANGEL MEDICAL CENTER,FRANKLIN,NC,59,MACON,59
4330,HIGHLANDS-CASHIERS HOSPITAL,HIGHLANDS,NC,24,MACON,24
4331,WESLEY LONG COMMUNITY HOSPITAL,GREENSBORO,NC,175,GUILFORD,175
4332,HARRIS REGIONAL HOSPITAL,SYLVA,NC,86,JACKSON,86
4333,WAYNE UNC HEALTHCARE,GOLDSBORO,NC,316,WAYNE,316
4335,MARIA PARHAM MEDICAL CENTER,HENDERSON,NC,102,VANCE,102
4336,"WATAUGA MEDICAL CENTER, INC.",BOONE,NC,117,WATAUGA,117
4337,NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,NC,133,SURRY,133
4338,"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",ELKIN,NC,93,SURRY,93
4339,ALLEGHANY MEMORIAL HOSPITAL,SPARTA,NC,41,ALLEGHANY,41
4340,ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,238,ALAMANCE,238
4341,"ASHE MEMORIAL HOSPITAL, INC.",JEFFERSON,NC,76,ASHE,76
4342,ST. LUKE'S HOSPITAL,COLUMBUS,NC,35,POLK,35
4343,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,258,CATAWBA,258
4344,SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,LAURINBURG,NC,104,SCOTLAND,104
4345,"BLUE RIDGE REGIONAL HOSPITAL, INC",SPRUCE PINE,NC,46,MITCHELL,46
4346,FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,TROY,NC,37,MONTGOMERY,37
4347,THE OUTER BANKS HOSPITAL,NAGS HEAD,NC,21,DARE,21
4348,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,162,ONSLOW,162
4349,CRAWLEY MEMORIAL HOSPITAL,SHELBY,NC,60,CLEVELAND,60
4356,NAVAL HOSPITAL CAMP LEJEUNE,CAMP LEJEUNE,NC,60,ONSLOW,60
4673,ATRIUM HEALTH LINCOLN,LINCOLNTON,NC,101,LINCOLN,101
4875,CAROMONT REGIONAL MEDICAL CENTER,GASTONIA,NC,435,GASTON,435
4876,ATRIUM HEALTH CLEVELAND,SHELBY,NC,241,CLEVELAND,241
4877,NEW HANOVER REGIONAL MEDICAL CENTER ORTHOPEDIC HOSPITAL,WILMINGTON,NC,0,NEW HANOVER,0
4878,DUKE UNIVERSITY HOSPITAL,DURHAM,NC,943,DURHAM,943
4879,NORTH CAROLINA BAPTIST HOSPITAL,WINSTON-SALEM,NC,872,FORSYTH,872
4881,UNC LENOIR HEALTH CARE,KINSTON,NC,261,LENOIR,261
4883,CONE HEALTH,GREENSBORO,NC,906,GUILFORD,906
4884,REX HOSPITAL,RALEIGH,NC,514,WAKE,514
4885,WAKEMED,RALEIGH,NC,870,WAKE,870
4886,WAKEMED NORTH,RALEIGH,NC,61,WAKE,61
4888,ATRIUM HEALTH UNION,MONROE,NC,227,UNION,227
4889,VIDANT MEDICAL CENTER,GREENVILLE,NC,909,PITT,909
4890,UNC ROCKINGHAM HOSPITAL,EDEN,NC,242,ROCKINGHAM,242
4891,ANNIE PENN HOSPITAL,REIDSVILLE,NC,110,ROCKINGHAM,110
4892,RANDOLPH HOSPITAL,ASHEBORO,NC,145,RANDOLPH,145
4893,FIRSTHEALTH RICHMOND MEMORIAL HOSPITAL,ROCKINGHAM,NC,99,RICHMOND,99
4894,FIRSTHEALTH MOORE REGIONAL HOSPITAL HAMLET,HAMLET,NC,64,RICHMOND,64
4895,ATRIUM HEALTH CABARRUS,CONCORD,NC,457,CABARRUS,457
4896,MISSION HOSPITAL AND ASHEVILLE SURGERY CENTER,ASHEVILLE,NC,763,BUNCOMBE,763
4897,UNIVERSITY OF NORTH CAROLINA HOSPITALS,CHAPEL HILL,NC,896,ORANGE,896
4898,CAPE FEAR VALLEY HOKE HOSPITAL,RAEFORD,NC,41,HOKE,41
6077,KERNERSVILLE MEDICAL CENTER-ER,KERNERSVILLE,NC,50,FORSYTH,50
6078,OLD VINEYARD YOUTH SERVICES,WINSTON-SALEM,NC,164,FORSYTH,164
6079,WOMACK ARMY MEDICAL CENTER,FORT BRAGG,NC,138,CUMBERLAND,138
6081,VA MEDICAL CENTER - DURHAM,DURHAM,NC,151,DURHAM,151
6082,VA MEDICAL CENTER - FAYETTEVILLE,FAYETTEVILLE,NC,127,CUMBERLAND,127
6492,CHARLES GEORGE VA MEDICAL CENTER,ASHEVILLE,NC,119,BUNCOMBE,119
6493,W. G. (BILL) HEFNER VA MEDICAL CENTER,SALISBURY,NC,159,ROWAN,159
6697,CHEROKEE INDIAN HOSPITAL AUTHORITY,CHEROKEE,NC,28,SWAIN,28
6703,BRYNN MARR HOSPITAL,JACKSONVILLE,NC,84,ONSLOW,84
7394,CAROLINAS REHABILITATION,CHARLOTTE,NC,70,MECKLENBURG,70
7508,LIFECARE HOSPITALS OF NORTH CAROLINA,ROCKY MOUNT,NC,50,NASH,50
7514,NOVANT HEALTH BRUNSWICK MEDICAL CENTER,BOLIVIA,NC,74,BRUNSWICK,74
7517,ADVENTHEALTH HENDERSONVILLE,HENDERSONVILLE,NC,103,HENDERSON,103
217,VIBRA HOSPITAL OF CENTRAL DAKOTAS,MANDAN,ND,41,MORTON,41
218,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,ELGIN,ND,30,GRANT,30
1032,MOUNTRAIL COUNTY MEDICAL CENTER,STANLEY,ND,11,MOUNTRAIL,11
1033,OAKES COMMUNITY HOSPITAL,OAKES,ND,20,DICKEY,20
1034,NORTH DAKOTA STATE HOSPITAL,JAMESTOWN,ND,140,STUTSMAN,140
1035,TOWNER COUNTY MEDICAL CENTER,CANDO,ND,20,TOWNER,20
1036,SANFORD MAYVILLE,MAYVILLE,ND,25,TRAILL,25
1037,PRESENTATION MEDICAL CENTER,ROLLA,ND,25,ROLETTE,25
1038,CHI ST ALEXIUS HEALTH WILLISTON,WILLISTON,ND,25,WILLIAMS,25
1507,STANDING ROCK INDIAN HEALTH SERVICES HOSPITAL,FORT YATES,ND,0,SIOUX,0
1913,GARRISON MEMORIAL HOSPITAL,GARRISON,ND,22,MCLEAN,22
1914,CHI ST ALEXIUS HEALTH TURTLE LAKE,TURTLE LAKE,ND,25,MCLEAN,25
1915,ALTRU REHABILITATION CENTER,GRAND FORKS,ND,257,GRAND FORKS,257
1916,ST LUKE'S HOSPITAL,CROSBY,ND,15,DIVIDE,15
1917,FIRST CARE HEALTH CENTER,PARK RIVER,ND,14,WALSH,14
1918,NELSON COUNTY HEALTH SYSTEM,MCVILLE,ND,19,NELSON,19
1925,CHI LISBON HEALTH,LISBON,ND,25,RANSOM,25
2553,CARRINGTON HEALTH CENTER,CARRINGTON,ND,25,FOSTER,25
2554,ALTRU HOSPITAL,GRAND FORKS,ND,257,GRAND FORKS,257
3029,SAKAKAWEA MEDICAL CENTER - CAH,HAZEN,ND,13,MERCER,13
3030,COOPERSTOWN MEDICAL CENTER,COOPERSTOWN,ND,18,GRIGGS,18
3031,MERCY HOSPITAL OF VALLEY CITY,VALLEY CITY,ND,25,BARNES,25
3032,SANFORD BISMARCK,BISMARCK,ND,223,BURLEIGH,223
3033,ESSENTIA HEALTH-FARGO,FARGO,ND,133,CASS,133
3034,MERCY HOSPITAL OF DEVIL'S LAKE,DEVIL'S LAKE,ND,25,RAMSEY,25
3035,JAMESTOWN REGIONAL MEDICAL CENTER,JAMESTOWN,ND,25,STUTSMAN,25
3036,SANFORD HILLSBORO MEDICAL CENTER - CAH,HILLSBORO,ND,16,TRAILL,16
3037,UNITY MEDICAL CENTER,GRAFTON,ND,14,WALSH,14
3038,HEART OF AMERICA MEDICAL CENTER,RUGBY,ND,25,PIERCE,25
3039,TIOGA MEDICAL CENTER,TIOGA,ND,25,WILLIAMS,25
3040,KENMARE COMMUNITY HOSPITAL,KENMARE,ND,25,WARD,25
3041,TRINITY HOSPITALS,MINOT,ND,251,WARD,251
3043,SANFORD MEDICAL CENTER FARGO,FARGO,ND,380,CASS,380
3044,CAVALIER COUNTY MEMORIAL HOSPITAL ASSOCIATION,LANGDON,ND,20,CAVALIER,20
3332,SANFORD TRANSPLANT CENTER,FARGO,ND,0,CASS,0
3336,SANFORD MEDICAL CENTER FARGO,FARGO,ND,228,CASS,228
4350,ST ANDREWS HEALTH CENTER - CAH,BOTTINEAU,ND,25,BOTTINEAU,25
4351,WEST RIVER REGIONAL MEDICAL CENTER-CAH,HETTINGER,ND,25,ADAMS,25
4352,LINTON HOSPITAL - CAH,LINTON,ND,14,EMMONS,14
4353,SOUTHWEST HEALTHCARE SERVICES,BOWMAN,ND,23,BOWMAN,23
4354,VIBRA HOSPITAL OF FARGO,FARGO,ND,31,CASS,31
4355,SANFORD MEDICAL CENTER FARGO,FARGO,ND,380,CASS,380
4357,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,BELCOURT,ND,0,ROLETTE,0
4358,ST ALOISIUS MEDICAL CENTER,HARVEY,ND,25,WELLS,25
4359,TRINITY HOSPITAL - SAINT JOSEPHS,MINOT,ND,251,WARD,251
4360,ST JOSEPH'S HOSPITAL AND HEALTH CENTER,DICKINSON,ND,25,STARK,25
4361,ALTRU SPECIALTY HOSPITAL,GRAND FORKS,ND,45,GRAND FORKS,45
4452,PEMBINA COUNTY MEMORIAL HOSPITAL,CAVALIER,ND,20,PEMBINA,20
4899,NORTHWOOD DEACONESS HEALTH CENTER,NORTHWOOD,ND,12,GRAND FORKS,12
4900,RED RIVER BEHAVIORAL HEALTH SYSTEM,GRAND FORKS,ND,70,GRAND FORKS,70
4901,FARGO VA MEDICAL CENTER,FARGO,ND,0,CASS,0
5570,WISHEK COMMUNITY HOSPITAL,WISHEK,ND,24,MCINTOSH,24
5571,ASHLEY MEDICAL CENTER,ASHLEY,ND,20,MCINTOSH,20
5572,MCKENZIE COUNTY HEALTHCARE SYSTEMS,WATFORD CITY,ND,24,MCKENZIE,24
6902,PRAIRIE SAINT JOHN'S,FARGO,ND,110,CASS,110
7395,ST JOSEPH'S HOSPITAL & HEALTH CENTER,DICKINSON,ND,25,STARK,25
7396,ST ALEXIUS MEDICAL CENTER,BISMARCK,ND,287,BURLEIGH,287
7584,COBALT REHABILITATION HOSPITAL FARGO,FARGO,ND,0,CASS,0
709,VA MEDICAL CENTER - OMAHA,OMAHA,NE,0,DOUGLAS,0
1041,AVERA CREIGHTON HOSPITAL,CREIGHTON,NE,23,KNOX,23
1502,CHI HEALTH ST MARY'S,NEBRASKA CITY,NE,18,OTOE,18
1511,WINNEBAGO HOSPITAL,WINNEBAGO,NE,0,THURSTON,0
1661,CHI HEALTH LAKESIDE,OMAHA,NE,157,DOUGLAS,157
2048,CHASE COUNTY COMMUNITY HOSPITAL,IMPERIAL,NE,22,CHASE,22
2049,CRETE AREA MEDICAL CENTER,CRETE,NE,24,SALINE,24
2050,PROVIDENCE MEDICAL CENTER,WAYNE,NE,25,WAYNE,25
2064,JEFFERSON COMMUNITY HEALTH CENTER,FAIRBURY,NE,17,JEFFERSON,17
2660,HARLAN COUNTY HEALTH SYSTEM,ALMA,NE,19,HARLAN,19
2671,CHERRY COUNTY HOSPITAL,VALENTINE,NE,25,CHERRY,25
2672,YORK GENERAL HOSPITAL,YORK,NE,25,YORK,25
3046,"MILLARD FAMILY HOSPITAL, LLC DBA MILLARD FAMILY HOSPITAL",OMAHA,NE,0,DOUGLAS,0
3221,US AIR FORCE HOSP,OMAHA,NE,0,SARPY,0
3266,HENDERSON HEALTH CARE SERVICES,HENDERSON,NE,13,YORK,13
3354,VA NEBRASKA-WESTERN IOWA HEALTH CARE SYSTEM,GRAND ISLAND,NE,0,HALL,0
3383,MADONNA REHABILITATION SPECIALTY HOSPITAL OMAHA,OMAHA,NE,100,DOUGLAS,100
3531,JOHNSON COUNTY HOSPITAL,TECUMSEH,NE,18,JOHNSON,18
3628,"NEBRASKA SPINE HOSPITAL, LLC",OMAHA,NE,34,DOUGLAS,34
3672,MADONNA REHABILITATION SPECIALTY HOSPITAL,BELLEVUE,NE,32,SARPY,32
3821,FAITH REGIONAL HEALTH SERVICES EAST CAMPUS,NORFOLK,NE,20,MADISON,20
4367,BRYAN MEDICAL CENTER,LINCOLN,NE,374,LANCASTER,374
